ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,total_mv,circ_mv,name,industry,list_date
603912.SH,20260305,9.62,6.5487,0.69,145.3608,2.9758,521252.8852,521252.8852,佳力图,专用机械,20171101
688276.SH,20260305,18.59,0.3101,0.61,33.1327,2.0018,768989.4747,768989.4747,百克生物,生物制药,20210625
002901.SZ,20260305,45.33,0.4746,0.76,52.599,5.6248,1876750.4207,1307663.5121,大博医疗,医疗保健,20170922
002544.SZ,20260305,29.24,1.3526,0.56,1777.9551,5.3258,1989881.0944,1989691.4905,普天科技,通信设备,20110128
603330.SH,20260305,7.58,1.8195,0.63,,2.1488,327966.6259,327966.6259,天洋新材,塑料,20170213
601375.SH,20260305,4.19,1.1286,0.71,79.1291,1.3617,1945368.6893,1444510.7543,中原证券,证券,20170103
301575.SZ,20260305,48.28,1.9781,0.51,35.4765,3.0478,418442.76,79812.0204,艾芬达,家居用品,20250910
688082.SH,20260305,161.31,0.7126,0.77,55.4866,5.7504,7745538.2114,7039242.7151,盛美上海,半导体,20211118
920015.BJ,20260305,46.91,2.9807,0.8,30.1479,3.7927,635943.2349,177063.2633,锦华新材,化工原料,20250925
002462.SZ,20260305,15.05,1.3132,0.76,27.3246,0.9936,439019.2156,438662.9806,嘉事堂,医药商业,20100818
002187.SZ,20260305,6.79,1.9238,0.84,99.9636,1.1798,475907.4558,475907.4558,广百股份,百货,20071122
002895.SZ,20260305,40.79,1.576,0.57,25.9145,3.356,2478672.4,2433640.6479,川恒股份,化工原料,20170825
603129.SH,20260305,238.7,1.0212,0.93,24.7461,5.0566,3642028.8158,3642028.8158,春风动力,摩托车,20170818
300469.SZ,20260305,62.86,1.8412,0.62,,40.9489,1560429.2477,1560389.8344,信息发展,软件服务,20150611
300532.SZ,20260305,11.56,1.717,0.71,18.9869,2.9511,524857.2766,499136.2755,今天国际,软件服务,20160818
002154.SZ,20260305,3.85,1.158,0.62,11.3513,1.2394,561843.4857,454212.4425,报喜鸟,服饰,20070816
600198.SH,20260305,9.16,1.7351,0.81,428.0998,43.5513,1194100.8436,1192586.0205,大唐电信,通信设备,19981021
600556.SH,20260305,6.6,3.3776,0.68,231.7254,3.1019,1193113.4437,1193113.4437,天下秀,互联网,20010807
603995.SH,20260305,19.14,1.4179,0.72,8.6906,1.2241,699792.651,699792.651,甬金股份,特种钢,20191224
301617.SZ,20260305,63.73,4.9644,1.6,39.9617,5.0427,851687.72,338023.92,博苑股份,化工原料,20241211
300475.SZ,20260305,138.35,5.7006,1.11,243.5584,19.0156,6431694.5864,6161829.0764,香农芯创,元器件,20150610
920926.BJ,20260305,16.29,0.7475,0.69,40.6344,5.184,143941.2696,130617.0954,鸿智科技,家用电器,20230808
300253.SZ,20260305,9.52,2.9743,0.59,239.9713,3.7384,2109183.5614,1737168.5498,卫宁健康,软件服务,20110818
000985.SZ,20260305,21.15,7.7806,1.36,185.3196,4.4584,274187.5425,274187.5425,大庆华科,化工原料,20000726
002137.SZ,20260305,8.74,5.9938,1.15,,3.3385,504739.2424,346504.9309,实益达,元器件,20070613
603183.SH,20260305,4.62,2.1272,0.86,38.0953,1.4445,229684.802,229684.802,建研院,建筑工程,20170905
000498.SZ,20260305,6.02,0.9926,0.85,4.0243,0.5911,934569.5229,872506.7874,山东路桥,建筑工程,19970609
603115.SH,20260305,29.8,6.6617,1.18,44.7988,3.4904,720833.392,720833.392,海星股份,铝,20190809
000555.SZ,20260305,18.02,4.0459,1.05,,3.1731,1758345.5355,1751370.2187,神州信息,软件服务,19940408
603986.SH,20260305,282.8,3.8227,0.98,179.8314,8.5959,19827177.3143,18886650.5481,兆易创新,半导体,20160818
301058.SZ,20260305,10.96,2.8763,1.24,24.0274,2.5673,561452.5725,561452.5725,中粮科工,建筑工程,20210909
600587.SH,20260305,14.87,0.9674,0.66,13.0432,1.1636,902080.4444,902080.4444,新华医疗,医疗保健,20020927
688058.SH,20260305,29.69,1.8317,0.53,,3.4636,225158.6991,225158.6991,宝兰德,软件服务,20191101
000737.SZ,20260305,16.75,3.2099,0.54,52.0611,4.792,3190400.0286,3190101.418,北方铜业,铜,19970428
605208.SH,20260305,12.64,1.3715,0.6,111.1832,1.9191,417044.16,417044.16,永茂泰,铝,20210308
300345.SZ,20260305,7.14,9.6439,1.09,,7.9448,414284.2507,342253.9672,华民股份,电气设备,20120801
301168.SZ,20260305,40.4,0.9592,0.49,67.9039,2.2428,484800.0,385065.8774,通灵股份,电气设备,20211210
688293.SH,20260305,45.51,0.8069,0.55,281.1069,2.2589,591793.9543,517995.5209,奥浦迈,生物制药,20220902
300342.SZ,20260305,42.56,6.3929,0.6,200.0887,11.5375,1808949.4409,1782407.9609,天银机电,家用电器,20120726
300964.SZ,20260305,60.6,5.622,0.65,197.319,4.6029,468427.601,338946.914,本川智能,元器件,20210805
688184.SH,20260305,11.05,1.8601,1.11,,1.6238,175747.503,111038.703,ST帕瓦,电气设备,20220919
301043.SZ,20260305,55.19,1.4827,0.48,35.7421,4.476,375292.0,313190.8323,绿岛风,机械基件,20210811
300828.SZ,20260305,22.48,6.8143,0.42,67.6483,4.8049,374116.656,280411.4511,锐新科技,机械基件,20200421
603316.SH,20260305,15.4,12.1745,3.01,,6.344,406966.56,406966.56,诚邦股份,建筑工程,20170619
301571.SZ,20260305,62.99,4.7206,0.85,65.4531,5.5404,1130203.7945,750632.87,国科天成,元器件,20240821
301061.SZ,20260305,83.81,0.7229,0.81,26.8472,4.5524,1833489.5878,1218072.1376,匠心家居,家居用品,20210913
300601.SZ,20260305,13.82,0.8134,0.64,76.5475,1.6963,1543596.9214,1244316.8058,康泰生物,生物制药,20170207
600418.SH,20260305,51.27,1.3404,0.72,,8.6188,11557171.6058,11197418.1985,江淮汽车,汽车整车,20010824
000030.SZ,20260305,5.27,0.8591,1.0,13.4037,1.1122,906340.3153,880567.6965,富奥股份,汽车配件,19930929
600557.SH,20260305,13.85,0.7232,0.73,20.0104,1.6633,784129.9463,784129.9463,康缘药业,中成药,20020918
920075.BJ,20260305,25.22,2.7189,0.91,39.6446,4.0839,163463.43,87964.495,柏星龙,广告包装,20221214
000520.SZ,20260305,4.44,7.7177,1.23,,11.1572,449365.054,449365.054,凤凰航运,水运,19931025
002884.SZ,20260305,17.77,0.9047,0.81,14.3668,2.7487,635601.8185,485249.8112,凌霄泵业,机械基件,20170711
601012.SH,20260305,17.76,1.5763,0.75,,2.3646,13458642.0885,13458628.6868,隆基绿能,电气设备,20120411
300472.SZ,20260305,7.64,1.1094,0.62,,,210297.5864,202338.8074,*ST新元,专用机械,20150611
605069.SH,20260305,13.85,3.8715,0.58,,3.4439,293201.4225,293201.4225,正和生态,环境保护,20210816
603678.SH,20260305,38.42,2.6249,0.55,93.9306,3.0166,1827126.9963,1827126.9963,火炬电子,元器件,20150126
300136.SZ,20260305,69.92,7.5743,0.67,102.2549,8.8104,6765239.9169,5765378.9386,信维通信,元器件,20101105
300449.SZ,20260305,8.72,8.2744,0.9,,10.8422,336623.3824,336623.3824,汉邦高科,IT设备,20150422
600383.SH,20260305,3.11,1.1684,0.53,,0.2575,1404035.4909,1404035.4909,金地集团,全国地产,20010412
002636.SZ,20260305,26.55,4.7886,0.88,521.5595,5.5484,1932840.0,1923057.4321,金安国纪,元器件,20111125
300303.SZ,20260305,12.53,19.1194,0.78,52.2723,4.7318,1775257.3253,1665485.0765,聚飞光电,半导体,20120319
000863.SZ,20260305,5.73,1.5232,0.62,350.9411,1.5044,676540.8479,666751.6345,三湘印象,区域地产,19970925
301589.SZ,20260305,177.21,2.6987,1.19,27.622,4.2785,1638271.008,610753.5562,诺瓦星云,IT设备,20240208
600683.SH,20260305,6.9,3.3558,0.66,,,511136.5419,511136.5419,京投发展,区域地产,19931025
603859.SH,20260305,43.43,2.4997,0.51,55.4268,3.4838,1062722.1154,1062722.1154,能科科技,软件服务,20161021
000728.SZ,20260305,7.87,0.5591,0.77,15.3017,0.9232,3434293.2002,3434293.2002,国元证券,证券,19970616
603375.SH,20260305,37.56,2.2442,0.93,165.0374,2.3919,378104.0013,239561.1693,盛景微,半导体,20240124
920642.BJ,20260305,14.96,3.7744,0.91,,7.0478,155090.7359,149535.4895,通易航天,航空,20210816
688244.SH,20260305,21.28,0.9082,0.59,378.7292,3.2904,321246.1124,321246.1124,永信至诚,软件服务,20221019
002738.SZ,20260305,80.5,2.745,0.68,76.7266,4.8346,5808009.6099,5723885.6287,中矿资源,小金属,20141230
688009.SH,20260305,5.84,0.6245,1.02,17.6965,1.3071,6184454.296,5034674.512,中国通号,运输设备,20190722
000420.SZ,20260305,4.34,2.3589,0.67,385.0739,2.4127,1067148.8609,1066785.5161,吉林化纤,化纤,19960802
920553.BJ,20260305,10.02,1.9441,0.99,93.595,4.0391,143977.8409,92048.9484,凯腾精工,专用机械,20210806
688690.SH,20260305,25.66,0.8215,0.59,125.0781,5.4335,1036188.687,1036188.687,纳微科技,化工原料,20210623
603284.SH,20260305,48.0,13.4725,0.46,23.6818,1.7403,361991.04,88672.3344,林平发展,造纸,20260210
300995.SZ,20260305,37.4,1.8621,0.8,362.2778,5.0783,314709.2564,224551.3915,奇德新材,塑料,20210526
688533.SH,20260305,32.21,1.3767,0.86,22.597,3.1393,531421.0495,531421.0495,上声电子,汽车配件,20210419
301158.SZ,20260305,30.0,20.021,1.25,45.4779,3.2905,451111.53,439561.293,德石股份,专用机械,20220117
002654.SZ,20260305,14.02,5.5372,1.12,188.9368,7.5725,1185114.1667,1185030.0467,万润科技,互联网,20120217
688573.SH,20260305,20.99,3.6035,0.73,,6.7472,205186.4604,111700.8563,信宇人,专用机械,20230817
603706.SH,20260305,21.03,3.4424,1.27,20.1688,2.3997,398271.8475,398271.8475,东方环宇,供气供热,20180709
600513.SH,20260305,22.16,7.0264,1.63,75.1629,4.7382,632571.0943,632571.0943,联环药业,化学制药,20030319
300672.SZ,20260305,139.78,3.2145,0.62,312.3532,7.4584,3034658.0741,2940099.8255,国科微,半导体,20170712
603979.SH,20260305,71.61,1.2695,1.09,28.2036,4.2794,4466949.3482,4466949.3482,金诚信,铜,20150630
300603.SZ,20260305,10.36,6.3117,1.09,186.134,3.4305,481530.9673,387392.7273,立昂技术,通信设备,20170126
600885.SH,20260305,31.68,2.0845,1.3,30.0597,4.0528,4902778.7836,4902778.7836,宏发股份,电气设备,19960205
600071.SH,20260305,20.5,2.0243,1.39,429.3078,11.4557,577226.4725,577226.4725,凤凰光学,元器件,19970528
601599.SH,20260305,4.09,3.3873,0.73,39.5068,3.1252,474661.8633,474661.8633,浙文影业,纺织,20110527
603043.SH,20260305,16.91,0.7273,0.87,19.4751,2.4605,961791.4313,953649.2663,广州酒家,食品,20170627
301227.SZ,20260305,34.11,2.0282,0.49,,1.9806,324831.2355,115752.0292,森鹰窗业,家居用品,20220926
603188.SH,20260305,5.38,3.4679,0.58,,3.9978,306751.46,306751.46,亚邦股份,染料涂料,20140909
300032.SZ,20260305,5.5,12.9489,2.78,,6.3953,441743.2844,441743.2844,金龙机电,元器件,20091225
688755.SH,20260305,38.98,1.5589,0.74,43.2356,2.7601,343024.0,68604.8,汉邦科技,专用机械,20250516
603978.SH,20260305,23.81,2.1772,0.57,,3.3228,502615.5259,502615.5259,深圳新星,小金属,20170807
002272.SZ,20260305,21.01,48.2101,1.43,,6.8261,1018727.2073,812021.4736,川润股份,机械基件,20080919
601668.SH,20260305,5.0,0.6357,0.75,4.4732,0.4285,20660195.222,20660195.222,中国建筑,建筑工程,20090729
002297.SZ,20260305,12.23,6.1308,0.54,,3.3312,700907.1936,700907.1936,博云新材,航空,20090929
601163.SH,20260305,14.79,0.6834,0.83,10.7303,0.8628,1183200.0,1183200.0,三角轮胎,汽车配件,20160909
688031.SH,20260305,223.21,10.929,1.7,,31.3488,2703874.781,2703874.781,星环科技-U,软件服务,20221018
000417.SZ,20260305,7.3,1.8555,0.67,29.8737,1.21,569315.466,568690.0392,合百集团,百货,19960812
688143.SH,20260305,57.9,8.3304,0.97,415.5981,5.5323,745640.8436,708547.9265,长盈通,通信设备,20221212
003032.SZ,20260305,6.67,1.791,1.18,,2.1415,268432.4825,184238.6633,*ST传智,文教休闲,20210112
600020.SH,20260305,4.03,0.6089,0.8,10.2874,0.7619,905690.8483,905690.8483,中原高速,路桥,20030808
300782.SZ,20260305,82.77,3.609,1.2,110.1899,4.4201,4427724.8498,3710144.723,卓胜微,半导体,20190618
000636.SZ,20260305,23.75,7.8834,0.52,81.4511,2.199,2747906.3761,2747906.3761,风华高科,元器件,19961129
000826.SZ,20260305,2.47,10.4455,0.65,,84.004,352062.2523,352017.7209,启迪环境,环境保护,19980225
920392.BJ,20260305,23.65,1.4475,0.72,53.2674,5.2849,180224.825,86062.1135,佳合科技,广告包装,20221230
688290.SH,20260305,52.33,0.7669,0.67,142.2229,4.2955,534758.7734,534758.7734,景业智能,专用机械,20220429
688288.SH,20260305,27.39,1.5176,0.71,,3.6136,273389.7353,273389.7353,鸿泉技术,IT设备,20191106
605599.SH,20260305,23.73,1.1486,0.79,25.6696,4.4325,1845666.7194,1845666.7194,菜百股份,服饰,20210909
603082.SH,20260305,38.39,7.8507,1.09,36.6106,3.9072,622791.5376,155697.9391,北自科技,运输设备,20240130
688758.SH,20260305,18.37,0.8105,0.51,89.8362,5.6582,765044.5223,547763.4055,赛分科技,化工原料,20250110
920943.BJ,20260305,24.97,5.9835,0.94,32.5338,3.834,253498.8809,129364.159,优机股份,机械基件,20220624
603659.SH,20260305,27.56,1.8437,1.14,49.4526,2.9819,5887915.8535,5887915.8535,璞泰来,化工原料,20171103
300499.SZ,20260305,38.66,23.6323,0.94,,8.5247,1180090.9484,1049246.4568,高澜股份,专用机械,20160202
688026.SH,20260305,17.11,1.256,0.81,33.2684,2.2111,240163.3943,240086.7039,洁特生物,医疗保健,20200122
301181.SZ,20260305,43.43,2.9874,1.22,41.2646,3.5026,501794.4457,391657.0515,标榜股份,汽车配件,20220221
920679.BJ,20260305,20.2,1.1651,0.97,48.7622,2.2394,112817.0,75093.5,前进科技,机械基件,20231110
300943.SZ,20260305,34.89,13.8252,0.85,131.8262,7.1818,711127.98,468713.2613,春晖智控,机械基件,20210210
688179.SH,20260305,17.74,3.5045,0.69,59.7442,5.9495,590044.7754,590044.7754,阿拉丁,化学制药,20201026
300858.SZ,20260305,16.41,1.5143,0.84,45.8259,2.3676,432395.4886,321209.5894,科拓生物,食品,20200727
002605.SZ,20260305,23.44,1.7851,0.77,18.1625,2.6594,978974.7574,790509.1807,姚记科技,互联网,20110805
300887.SZ,20260305,10.98,5.3074,1.24,,2.088,599219.4599,397692.5476,谱尼测试,电器仪表,20200916
600076.SH,20260305,3.62,1.7185,0.78,,1.277,486724.6989,486724.6989,康欣新材,广告包装,19970526
300277.SZ,20260305,25.39,11.3613,1.15,4071.2985,3.3558,3850659.4983,1948372.6125,海联讯,机械基件,20111123
002204.SZ,20260305,7.1,1.5162,0.74,27.5425,1.7509,1371272.7227,1371272.7227,大连重工,专用机械,20080116
300366.SZ,20260305,6.2,1.3209,0.62,,2.2985,376697.213,328911.5438,ST创意,软件服务,20140127
601390.SH,20260305,5.93,1.401,0.59,5.2494,0.4671,14638929.6039,12143947.3339,中国中铁,建筑工程,20071203
603225.SH,20260305,19.08,1.7884,0.87,28.1549,1.6161,3098376.0087,3081303.0339,新凤鸣,化纤,20170418
300551.SZ,20260305,19.36,4.6548,0.92,,15.041,658361.6563,656445.0531,古鳌科技,软件服务,20161018
000890.SZ,20260305,9.15,34.8602,1.19,,,383846.1307,383834.3071,法尔胜,环境保护,19990119
920433.BJ,20260305,5.78,0.7747,0.96,140.3897,3.8863,147921.5756,97864.8769,大唐药业,中成药,20200727
003015.SZ,20260305,17.38,7.4834,1.88,72.3971,4.4825,488493.8672,429984.1407,日久光电,元器件,20201021
301082.SZ,20260305,19.76,7.1506,2.14,,4.3218,447186.9278,413441.4657,久盛电气,电气设备,20211027
603307.SH,20260305,38.85,1.0858,0.95,18.3956,1.8907,264479.145,260295.0,扬州金泉,文教休闲,20230216
920729.BJ,20260305,9.07,2.6373,0.86,61.7607,3.6732,247928.45,69680.3122,永顺生物,农业综合,20200727
688028.SH,20260305,119.6,7.0024,0.89,182.0358,9.0977,1805350.04,1805350.04,沃尔德,机械基件,20190722
002319.SZ,20260305,13.89,2.7152,0.75,,16.0159,290957.3164,277800.0,乐通股份,染料涂料,20091211
603032.SH,20260305,17.58,1.4048,0.74,,3.6113,410518.8074,407263.6243,德新科技,专用机械,20170105
600549.SH,20260305,74.97,6.0785,0.92,68.8807,6.9206,11902130.9375,11649828.0541,厦门钨业,小金属,20021107
600917.SH,20260305,5.77,3.2989,1.08,23.5355,1.5793,900719.9415,900719.9415,重庆燃气,供气供热,20140930
000683.SZ,20260305,9.56,2.7091,1.12,19.6185,2.4454,3553290.9714,3201655.494,博源化工,化工原料,19970131
600874.SH,20260305,6.4,1.169,0.92,12.4511,0.9952,1005067.5744,787467.5744,创业环保,环境保护,19950630
688372.SH,20260305,143.6,7.6936,1.03,166.9214,7.5476,2140413.1855,2140413.1855,伟测科技,半导体,20221026
300825.SZ,20260305,9.45,1.3457,0.7,,2.2312,470648.2545,457767.639,阿尔特,汽车服务,20200327
600067.SH,20260305,4.16,1.8464,0.91,,1.0292,578934.1954,578934.1954,冠城新材,电气设备,19970508
002039.SZ,20260305,18.83,2.926,1.04,36.8949,1.8533,805091.9513,805089.6917,黔源电力,水力发电,20050303
600468.SH,20260305,8.55,11.784,2.52,,4.6307,930013.6995,930013.6995,百利电气,电气设备,20010615
300217.SZ,20260305,5.55,8.4276,1.41,25.8148,1.9534,820277.2017,680958.0892,东方电热,家用电器,20110518
600864.SH,20260305,6.28,0.9686,0.69,38.1484,0.987,1306598.2866,1306598.2866,哈投股份,证券,19940809
688056.SH,20260305,37.41,0.7647,0.6,64.4577,3.1182,252339.6529,252339.6529,莱伯泰科,电器仪表,20200902
600626.SH,20260305,4.54,1.198,0.79,104.1527,1.8665,599618.0788,503022.3343,申达股份,汽车配件,19930107
002930.SZ,20260305,13.63,3.8041,1.29,39.384,2.6722,623558.6983,589797.2646,宏川智慧,仓储物流,20180328
688052.SH,20260305,152.99,2.0841,0.76,,3.1125,2487975.9015,2180542.4965,纳芯微,半导体,20220422
000407.SZ,20260305,5.41,14.807,1.58,40.6107,1.5698,476125.7989,473798.1767,胜利股份,供气供热,19960703
000668.SZ,20260305,14.27,1.2169,0.7,,2.9665,209543.377,209543.377,*ST荣控,房产服务,19961210
603551.SH,20260305,12.22,1.1337,1.11,15.8115,3.7398,470155.5183,464021.0783,奥普科技,家居用品,20200115
603617.SH,20260305,7.47,1.3388,0.69,36.7135,1.94,291682.0887,286580.0787,君禾股份,机械基件,20170703
603601.SH,20260305,11.66,8.5827,0.49,146.769,5.0264,1331969.5722,1331969.5722,再升科技,玻璃,20150122
600724.SH,20260305,6.5,1.0504,0.96,44.7723,3.4138,939406.6962,939212.7316,宁波富达,综合类,19960716
300993.SZ,20260305,13.1,1.077,0.52,21.7475,2.64,403651.872,315440.3693,玉马科技,家居用品,20210524
600232.SH,20260305,8.07,1.7029,0.7,131.6622,3.1325,294327.865,294327.865,金鹰股份,纺织机械,20000602
603083.SH,20260305,113.18,11.4541,1.04,239.4569,5.2617,3991296.9216,3119109.2056,剑桥科技,通信设备,20171110
002749.SZ,20260305,13.87,0.8352,0.77,17.6235,3.619,646839.3089,629213.9814,国光股份,农药化肥,20150320
001330.SZ,20260305,7.94,5.9772,0.51,,2.6054,1091368.0733,1091368.0733,博纳影业,影视音像,20220818
603035.SH,20260305,14.68,1.0593,0.71,12.6403,1.0127,537797.5134,537797.5134,常熟汽饰,汽车配件,20170105
600649.SH,20260305,4.76,1.6212,0.42,49.1174,0.5669,1192142.3656,1192142.3656,城投控股,区域地产,19930518
002571.SZ,20260305,12.72,4.2357,1.46,,5.1058,498561.2904,379445.4711,德力股份,家居用品,20110412
600184.SH,20260305,18.96,2.5394,0.85,,3.2607,1104851.2793,1104851.2793,光电股份,专用机械,20031106
300212.SZ,20260305,11.54,2.4578,0.86,,30.5495,830755.855,806082.5295,易华录,软件服务,20110505
000078.SZ,20260305,3.28,2.3613,0.83,,4.7358,863008.4283,861472.6933,海王生物,医药商业,19981218
603970.SH,20260305,13.52,1.5272,1.07,17.8691,2.3468,363417.7812,363417.7812,中农立华,农药化肥,20171116
300882.SZ,20260305,24.74,9.8482,2.51,59.5425,5.4026,708061.7391,658893.0722,万胜智能,电器仪表,20200910
300128.SZ,20260305,6.97,1.9906,0.73,,13.6934,905483.4422,904508.7748,锦富技术,元器件,20101013
300491.SZ,20260305,27.47,5.6622,0.93,201.5708,4.1006,482574.1403,428503.3735,通合科技,电气设备,20151231
002677.SZ,20260305,8.78,2.1005,0.89,51.3575,3.8422,567233.3461,469616.4913,浙江美大,家用电器,20120525
688702.SH,20260305,194.0,4.3474,0.84,,35.6403,7954000.0,3938040.5902,盛科通信-U,半导体,20230914
603717.SH,20260305,7.28,1.7876,0.6,,4.08,211226.4627,211226.4627,天域生物,农业综合,20170327
001202.SZ,20260305,17.61,2.5227,0.83,35.9861,3.5098,293543.0447,205726.9848,炬申股份,仓储物流,20210429
603351.SH,20260305,25.96,0.4426,0.74,24.0128,1.9987,351599.9867,351599.9867,威尔药业,化学制药,20190130
600051.SH,20260305,7.92,2.0993,1.07,30.3317,0.7247,246216.96,246216.96,宁波联合,综合类,19970410
601118.SH,20260305,7.31,1.8569,0.76,302.5719,3.2268,3128261.7196,3128261.7196,海南橡胶,橡胶,20110107
603285.SH,20260305,34.33,3.531,0.63,34.8377,3.276,549280.0,213864.8457,键邦股份,化工原料,20240705
000989.SZ,20260305,8.5,0.7206,0.56,33.6514,1.9929,727550.7102,590030.6901,九芝堂,中成药,20000628
601179.SH,20260305,18.11,6.3346,1.1,88.061,4.103,9282972.9395,9282972.9395,中国西电,电气设备,20100128
300453.SZ,20260305,9.68,5.4998,1.28,22.2238,3.4714,505377.5782,348344.2041,三鑫医疗,医疗保健,20150515
300991.SZ,20260305,59.53,3.8288,0.46,435.5729,13.4314,857232.0,548521.326,创益通,元器件,20210520
301008.SZ,20260305,32.32,1.2222,0.63,80.6761,2.8286,423273.1723,374405.3323,宏昌科技,家用电器,20210611
002194.SZ,20260305,12.11,2.9329,0.89,155.3993,3.3294,827459.1111,618692.3615,武汉凡谷,通信设备,20071207
002322.SZ,20260305,13.8,1.8648,0.83,18.1785,1.9413,504428.5986,484931.557,理工能科,软件服务,20091218
300056.SZ,20260305,10.23,7.1573,1.08,,26.7216,394356.7232,394008.6986,中创环保,环境保护,20100226
300567.SZ,20260305,146.67,5.0334,0.92,,11.611,4103027.8352,3330119.3815,精测电子,电器仪表,20161122
688502.SH,20260305,334.9,6.1824,1.38,497.8106,13.8208,1768272.0,562632.0,茂莱光学,元器件,20230309
600795.SH,20260305,5.07,1.8241,1.11,9.1981,1.5215,9042658.8746,9042658.8746,国电电力,火力发电,19970318
300965.SZ,20260305,58.12,1.9893,0.68,130.4029,2.868,348720.0,323808.315,恒宇信通,航空,20210402
300922.SZ,20260305,21.81,4.8316,0.66,83.0745,3.711,346260.7072,272351.0904,天秦装备,专用机械,20201225
300614.SZ,20260305,15.22,3.1377,0.55,,2.3081,244190.7134,244190.7134,百川畅银,环境保护,20210525
001696.SZ,20260305,23.22,8.8759,1.52,57.6295,4.8491,2658752.5082,2069826.6785,宗申动力,摩托车,19970306
000712.SZ,20260305,12.23,1.5455,0.76,,4.3203,1095808.0,1095482.8349,锦龙股份,证券,19970415
000679.SZ,20260305,7.03,1.5872,1.12,,12.6924,250549.2,250549.2,大连友谊,百货,19970124
603290.SH,20260305,98.12,1.5964,0.7,46.2846,3.3979,2349713.6484,2349713.6484,斯达半导,半导体,20200204
603207.SH,20260305,28.03,1.43,0.77,21.9602,4.77,450778.46,152483.2,小方制药,化学制药,20240826
603039.SH,20260305,42.44,2.1303,0.8,53.6114,5.2451,1088017.113,1088017.113,泛微网络,软件服务,20170113
601929.SH,20260305,3.34,2.2109,0.67,,2.3289,1165589.2481,1165589.2481,吉视传媒,影视音像,20120223
002101.SZ,20260305,11.71,1.072,0.88,18.738,0.9952,777984.5759,775450.485,广东鸿图,汽车配件,20061229
688633.SH,20260305,26.23,1.7055,0.51,25.4773,2.347,377108.3139,377108.3139,星球石墨,专用机械,20210324
300269.SZ,20260305,8.64,14.4873,1.52,748.2889,44.1447,474434.3448,454187.177,联建光电,元器件,20111012
301588.SZ,20260305,25.4,4.7859,0.89,51.5849,3.2287,301924.0952,186332.3248,美新科技,家居用品,20240313
601828.SH,20260305,2.51,0.5077,0.71,,0.2531,1093037.9009,906975.2068,美凯龙,其他商业,20180117
001228.SZ,20260305,32.58,1.8108,0.56,38.5515,2.014,338390.8961,260198.8961,永泰运,仓储物流,20220429
600507.SH,20260305,7.08,1.4533,0.62,66.0784,1.6337,1637737.0261,1637737.0261,方大特钢,特种钢,20030930
601187.SH,20260305,7.46,0.688,0.63,7.5879,0.717,1968789.4044,1964501.5486,厦门银行,银行,20201027
301172.SZ,20260305,27.01,5.3153,0.56,101.0452,3.1808,465868.48,266767.1821,君逸数码,软件服务,20230726
600469.SH,20260305,7.25,1.3602,0.69,22.9682,1.3971,645275.2387,528851.8815,风神股份,汽车配件,20031021
688331.SH,20260305,93.0,3.2165,1.04,,22.293,5249640.5919,1516765.9416,荣昌生物,生物制药,20220331
920019.BJ,20260305,21.68,3.6284,0.88,63.6042,4.9867,455858.2056,363217.3239,铜冠矿建,建筑工程,20241011
300569.SZ,20260305,6.54,3.7924,1.12,,1.2935,668857.0586,666825.4122,天能重工,电气设备,20161125
603385.SH,20260305,6.88,1.1732,0.93,18.8495,0.6977,261897.498,261897.498,惠达卫浴,家居用品,20170405
002812.SZ,20260305,61.56,2.5352,0.63,,2.4015,6046547.1634,5064136.3691,恩捷股份,电气设备,20160914
000017.SZ,20260305,7.37,1.6596,0.87,301.5268,13.5706,507929.2956,324885.7779,深中华A,服饰,19920331
600965.SH,20260305,5.71,1.5309,0.9,90.4235,2.1488,467478.2453,467478.2453,福成股份,农业综合,20040713
301577.SZ,20260305,66.61,18.1209,1.17,92.9559,3.9333,299941.4995,125500.9335,美信科技,元器件,20240124
301565.SZ,20260305,25.28,4.4207,0.97,89.3697,4.1989,1011225.28,323609.28,中仑新材,塑料,20240620
688559.SH,20260305,56.8,4.0218,0.96,,5.9254,1407271.3699,1407271.3699,海目星,专用机械,20200909
600780.SH,20260305,6.58,2.4194,1.13,14.715,0.9201,754398.6601,754398.6601,通宝能源,火力发电,19961205
603344.SH,20260305,29.16,2.5354,0.75,28.5768,2.6996,567252.3377,157554.3377,星德胜,电气设备,20240320
601166.SH,20260305,18.47,0.4173,0.95,5.0629,0.4894,39087795.0228,39087795.0228,兴业银行,银行,20070205
600629.SH,20260305,21.16,3.6869,1.2,52.4436,3.8708,2053236.6024,2016795.6778,华建集团,建筑工程,19930209
600343.SH,20260305,35.03,8.2346,0.64,,16.4844,2235636.837,2235636.837,航天动力,机械基件,20030408
920436.BJ,20260305,16.23,0.7381,0.84,,3.9864,153334.548,144233.0091,大地电气,汽车配件,20211115
001296.SZ,20260305,27.04,4.5013,0.72,33.3644,2.3109,404494.2965,207806.0207,长江材料,其他建材,20211224
301052.SZ,20260305,36.93,5.5941,0.5,89.4996,5.0719,365456.8389,296163.5289,果麦文化,出版业,20210830
002294.SZ,20260305,48.12,0.5294,0.86,89.1751,6.1151,5364497.1664,5363290.3216,信立泰,化学制药,20090910
000014.SZ,20260305,12.62,1.942,0.52,185.7342,1.9195,305462.3347,305462.3347,沙河股份,全国地产,19920602
002055.SZ,20260305,6.22,3.3058,1.06,,2.632,375992.7906,369461.7906,ST得润,元器件,20060725
